arrest_date,race,charge_1_description,charge_1_type,charge_1_class,charge_2_description,charge_2_type,charge_2_class,charge_3_description,charge_3_type,charge_3_class,charge_4_description,charge_4_class,charge_4_type
2024-10-20 15:31:00,BLACK,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,4,OBSTRUCTING IDENTIFICATION,M,A,ISSUANCE OF WARRANT,,Z,INDECENT EXPOSURE URINATING IN PUBLIC,L,
2024-10-20 13:20:00,BLACK,RETAIL THEFT/DISP MERCH/<$300,M,A,,,,,,,,,
2024-10-20 15:20:00,UNKNOWN / REFUSED,CRIMINAL TRESPASS TO REAL PROPERTY,M,B,,,,,,,,,
2024-10-20 13:20:00,WHITE HISPANIC,BATTERY - MAKE PHYSICAL CONTACT,M,A,RETAIL THEFT/DISP MERCH/<$300,M,A,,,,,,
2024-10-20 14:53:00,BLACK,RETAIL THEFT/DISP MERCH/<$300,M,A,,,,,,,,,
2024-10-20 14:30:00,WHITE HISPANIC,RETAIL THEFT/DISP MERCH/<$300,M,A,,,,,,,,,
2024-10-20 14:30:00,BLACK,CTA - SOUND EMITTING DEVICES ON (98-126-1.5),,L,,,,,,,,,
2024-10-20 12:09:00,BLACK,AGG ASSAULT/USE DEADLY WEAPON,M,A,DOMESTIC BATTERY/BODILY HARM,M,A,,,,,,
2024-10-20 13:10:00,BLACK,ROBBERY/VIC HANDICAP OR 60+ YR,F,1,ISSUANCE OF WARRANT,,Z,,,,,,
2024-10-20 13:26:00,BLACK,DOMESTIC BATTERY/BODILY HARM,M,A,,,,,,,,,
2024-10-20 13:09:00,BLACK,THEFT -  LABOR/SERVICES/PROPERTY,M,A,,,,,,,,,
2024-10-20 13:44:00,BLACK,AGG UUW/VEHICLE/LOADED/NO FCCA,F,4,UNLWFL POSS CANNABIS/DRIVER,M,A,NO VALID REGISTRATION,,P,IVC - TRANS/CARRY ALC LIQ/DRIVER,P,
2024-10-20 13:37:00,BLACK,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-20 11:56:00,BLACK,RECEIVE/POSSESS/SELL  STOLEN VEHICLE,F,2,FLEEING/ATTEMPT ELUDE OFFICER,M,A,DRIVING/NEVER ISSUED LICENSE,M,B,STOP AT STOP SIGN,L,
2024-10-20 12:59:00,BLACK,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,4,,,,,,,,,
2024-10-20 12:18:00,BLACK,BATTERY - CAUSE BODILY HARM,M,A,,,,,,,,,
2024-10-20 13:25:00,BLACK,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,4,ISSUANCE OF WARRANT,,Z,DRINKING ALCOHOL ON THE PUBLIC WAY,,L,,,
2024-10-20 12:55:00,BLACK,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-20 12:37:00,WHITE HISPANIC,DRIVING RVK/SUSP DUI/SSS 4-9,F,4,DRIVING ON REVOKED LICENSE,M,A,OPERATE UNINSURED MTR VEHICLE,,P,"SEAT BELTS/1ST,2ND",P,
2024-10-20 12:47:00,BLACK,CTA - TRESPASS ON/W/O PAYING (98-126-1.14C),,L,,,,,,,,,
2024-10-20 12:06:00,WHITE HISPANIC,DOMESTIC BATTERY/BODILY HARM,M,A,,,,,,,,,
2024-10-20 12:03:00,WHITE HISPANIC,SMOKING IN PUBLIC PLACES,,L,POSS/USE CANNABIS BY MINOR,,L,,,,,,
2024-10-20 12:14:00,BLACK,PCS - DRUG PARAPHERNALIA - POSSESS,M,A,ISSUANCE OF WARRANT,,Z,,,,,,
2024-10-20 11:08:00,BLACK,DOMESTIC BATTERY/BODILY HARM,M,A,,,,,,,,,
2024-10-20 12:14:00,BLACK HISPANIC,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-20 12:07:00,BLACK,BURGLARY,F,2,,,,,,,,,
2024-10-20 11:56:00,BLACK,DOMESTIC BATTERY/BODILY HARM,M,A,CRIM DAMAGE TO PROPERTY <$500,M,A,ISSUANCE OF WARRANT,,Z,,,
2024-10-20 11:12:00,BLACK,VEHICULAR HIJACKING,F,1,VEHICULAR HIJACKING,F,1,,,,,,
2024-10-20 11:01:00,WHITE HISPANIC,RETAIL THEFT/DISP MERCH/<$300,M,A,,,,,,,,,
2024-10-20 09:40:00,WHITE,DRIVING RVK/SUSP DUI/SSS 2ND,F,4,LEAVING THE SCENE,M,A,IVC - FAIL TO REDUCE SPEED,,P,,,
2024-10-20 11:29:00,BLACK,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,4,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,4,ISSUANCE OF WARRANT,,Z,,,
2024-10-20 10:18:00,BLACK,LEAVING THE SCENE,M,A,UNLICENSED,,P,OPERATE UNINSURED MTR VEHICLE,,P,,,
2024-10-20 10:41:00,WHITE HISPANIC,DRIVING/NEVER ISSUED LICENSE,M,B,BROKEN OR INOPERABLE LAMPS/BROKEN OR CRACKED GLASS,,L,OPERATE UNINSURED MTR VEHICLE,,P,,,
2024-10-20 08:58:00,WHITE,VEHICULAR HIJACKING,F,1,RECEIVE/POSSESS/SELL  STOLEN VEHICLE,F,2,,,,,,
2024-10-20 10:57:00,BLACK,DOMESTIC BATTERY/BODILY HARM,M,A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,A,AGG ASSAULT/USE DEADLY WEAPON,M,A,,,
2024-10-20 09:30:00,BLACK,BATTERY - MAKE PHYSICAL CONTACT,M,A,,,,,,,,,
2024-10-20 10:11:00,WHITE,RETAIL THEFT/DISP MERCH/<$300,M,A,,,,,,,,,
2024-10-20 08:51:00,BLACK HISPANIC,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-20 09:14:00,WHITE HISPANIC,RETAIL THEFT/DISP MERCH/<$300,M,A,ISSUANCE OF WARRANT,,Z,,,,,,
2024-10-20 07:45:00,BLACK,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,M,A,OPERATE UNINSURED MTR VEHICLE,,P,,,,,,
2024-10-20 08:53:00,BLACK,DRIVING RVK/SUSP DUI/SSS 2ND,F,4,OP VEH REGIS SUSPENDED/2ND,M,B,,,,,,
2024-10-20 07:44:00,BLACK,RETAIL THEFT/DISP MERCH/<$300,M,A,,,,,,,,,
2024-10-20 07:33:00,BLACK,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,4,POSS CAN/>100-500 GRAM/1ST,F,4,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,4,DRIVING ON SUSPENDED LICENSE,A,M
2024-10-20 07:43:00,WHITE,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-20 04:48:00,WHITE HISPANIC,RECKLESS CONDUCT,M,A,,,,,,,,,
2024-10-20 04:48:00,WHITE,RECKLESS CONDUCT,M,A,,,,,,,,,
2024-10-20 04:48:00,WHITE HISPANIC,RECKLESS CONDUCT,M,A,UUW - WEAPON - CARRY/POSSESS FIREARM/1ST,M,A,,,,,,
2024-10-20 04:46:00,WHITE HISPANIC,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,M,A,IVC - FAIL TO REDUCE SPEED,,P,UNLICENSED,,P,IVC - IMPROPER TRAFFIC LANE USAGE,P,
2024-10-20 03:49:00,WHITE,CRIM TRES TO VEH/PHY CONTROL,M,A,,,,,,,,,
2024-10-20 04:31:00,BLACK,CRIM TRES TO VEH/PHY CONTROL,M,A,,,,,,,,,
2024-10-20 03:49:00,WHITE HISPANIC,CRIM TRES TO VEH/PHY CONTROL,M,A,,,,,,,,,
2024-10-20 03:49:00,WHITE HISPANIC,CRIM TRES TO VEH/PHY CONTROL,M,A,,,,,,,,,
2024-10-20 05:01:00,BLACK,DOMESTIC BATTERY/BODILY HARM,M,A,RECKLESS CONDUCT,M,A,,,,,,
2024-10-20 03:49:00,BLACK,RECEIVE/POSSESS/SELL  STOLEN VEHICLE,F,2,IVC - AGG FLEEING/POLICE/21 MPH,F,4,IVC - AGG FLEEING/DAMAGE>$300 PROP,F,4,,,
2024-10-20 04:30:00,BLACK,CRIM TRES TO VEH/PHY CONTROL,M,A,FUGITIVE FROM JUSTICE - OUT OF STATE WARRANT,,Z,,,,,,
2024-10-20 04:31:00,BLACK,RECEIVE/POSSESS/SELL  STOLEN VEHICLE,F,2,,,,,,,,,
2024-10-20 03:00:00,WHITE HISPANIC,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,4,OPERATE UNINSURED MTR VEHICLE,,P,UNLICENSED,,P,,,
2024-10-20 03:16:00,BLACK,ASSAULT - SIMPLE,M,C,ASSAULT - SIMPLE,M,C,,,,,,
2024-10-20 02:57:00,WHITE HISPANIC,CRIM TRESPASS TO RESIDENCE,M,A,,,,,,,,,
2024-10-20 04:04:00,WHITE HISPANIC,DOMESTIC BATTERY/BODILY HARM,M,A,,,,,,,,,
2024-10-20 03:46:00,ASIAN / PACIFIC ISLANDER,POSS TITLE/REGISTRATION NOT AUTHORIZED ON VEHICLE,M,A,"TOW TRUCK ID/EQUIP/3RD+,1YR",M,C,OP MV W/O SAFTY CERTIF/CRASH,M,C,PLATE SEC/HGHT/VISL/STCKR/3+,C,M
2024-10-20 02:00:00,WHITE,AGG UUW/LOADED-NO FCCA-FOID,F,4,IVC - NOT WEARING SEAT BELT/PASSENGER,,P,IVC - TRANSPORT/CARRY ALCOHOL LIQUOR/PASSENGER,,P,,,
2024-10-20 02:54:00,WHITE HISPANIC,AGG UUW/LOADED-NO FCCA-FOID,F,4,DRIVING/NEVER ISSUED LICENSE,M,B,OPERATOR SIGNAL REQUIRED 100FT OF TURN,,L,OPERATE UNINSURED MTR VEHICLE,P,
2024-10-20 02:35:00,BLACK,DOMESTIC BATTERY/BODILY HARM,M,A,,,,,,,,,
2024-10-20 02:41:00,BLACK,CRIM DAMAGE TO PROPERTY <$500,M,A,DOMESTIC BATTERY/BODILY HARM,M,A,,,,,,
2024-10-20 02:36:00,WHITE,DOMESTIC BATTERY/BODILY HARM,M,A,,,,,,,,,
2024-10-20 02:16:00,WHITE HISPANIC,BATTERY - CAUSE BODILY HARM,M,A,,,,,,,,,
2024-10-20 02:09:00,BLACK,DOMESTIC BATTERY/BODILY HARM,M,A,,,,,,,,,
2024-10-20 02:04:00,WHITE HISPANIC,REPLICA FIREARMS/PELLET GUNS,,L,,,,,,,,,
2024-10-20 00:33:00,BLACK,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,M,A,DRIVING ON REVOKED LICENSE,M,A,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,,L,,,
2024-10-20 01:57:00,BLACK,AGG UUW/LOADED-NO FCCA-FOID,F,4,,,,,,,,,
2024-10-20 01:21:00,BLACK,BATTERY - CAUSE BODILY HARM,M,A,,,,,,,,,
2024-10-20 00:59:00,WHITE HISPANIC,DOMESTIC BATTERY/BODILY HARM,M,A,,,,,,,,,
2024-10-20 01:07:00,WHITE HISPANIC,DOMESTIC BATTERY/BODILY HARM,M,A,,,,,,,,,
2024-10-20 00:14:00,WHITE HISPANIC,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,M,A,IVC - FAIL TO REDUCE SPEED,,P,OPERATE UNINSURED MTR VEHICLE,,P,,,
2024-10-20 00:00:00,ASIAN / PACIFIC ISLANDER,AGG BATTERY/GREAT BODILY HARM,F,3,,,,,,,,,
2024-10-20 00:42:00,WHITE,AGG UUW/VEHICLE/LOADED/NO FCCA,F,4,RECKLESS DISCH FIREARM - ENDANGER,F,4,CRIM DAMAGE TO PROPERTY <$500,M,A,CRIM DAMAGE TO PROPERTY <$500,A,M
2024-10-20 01:30:00,WHITE HISPANIC,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-20 00:53:00,WHITE HISPANIC,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,M,A,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL BAC 0.08,M,A,UNLWFL POSS CANNABIS/DRIVER,M,A,DISOBEY RED CIRCULAR STEADY SIGNAL STOP,L,
2024-10-19 23:38:00,WHITE,DOMESTIC BATTERY/BODILY HARM,M,A,,,,,,,,,
2024-10-19 23:55:00,WHITE HISPANIC,DRINKING ALCOHOL ON THE PUBLIC WAY,,L,,,,,,,,,
2024-10-20 00:20:00,BLACK,RECKLESS DRIVING,M,A,DRIVING ON REVOKED LICENSE,M,A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,A,DISOBEY RED CIRCULAR STEADY SIGNAL STOP,L,
2024-10-20 00:21:00,WHITE HISPANIC,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,4,IVC - DRIVING UNDER INFLUENCE OF DRUG,M,A,IVC - DRIVING BELOW MINIMUM SPEED,,P,,,
2024-10-20 00:03:00,BLACK,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",F,3,,,,,,,,,
2024-10-19 23:27:00,WHITE HISPANIC,POSS AMMUNITION - W/O VALID FOID,M,A,,,,,,,,,
2024-10-19 22:36:00,WHITE HISPANIC,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,M,A,IVC - FAIL TO REDUCE SPEED,,P,OPERATE UNINSURED MTR VEHICLE,,P,IVC - TRANS/CARRY ALC LIQ/DRIVER,P,
2024-10-19 23:27:00,WHITE HISPANIC,POSS CAN/>30-100 GRAM/1ST,M,A,,,,,,,,,
2024-10-19 22:23:00,WHITE HISPANIC,BATTERY - MAKE PHYSICAL CONTACT,M,A,CRIM DAMAGE TO PROPERTY <$500,M,A,BATTERY - MAKE PHYSICAL CONTACT,M,A,,,
2024-10-19 23:04:00,WHITE HISPANIC,DOMESTIC BATTERY/BODILY HARM,M,A,,,,,,,,,
2024-10-19 23:02:00,BLACK,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,M,A,"LANES, FAIL TO KEEP IN",,L,IVC - FAIL TO REDUCE SPEED,,P,OPERATE UNINSURED MTR VEHICLE,P,
2024-10-19 22:57:00,BLACK,AGG UUW/VEHICLE/NO FOID,F,4,OPERATE MTR VEHICLE/REGIS/SUSPENDED/NON-INSURED,,U,,,,,,
2024-10-19 22:23:00,WHITE HISPANIC,AGG BATTERY/PEACE OFFICER,F,2,CRIM DAMAGE TO PROPERTY <$500,M,A,BATTERY - MAKE PHYSICAL CONTACT,M,A,,,
2024-10-19 23:16:00,WHITE HISPANIC,DRIVING ON REVOKED LICENSE,M,A,ISSUANCE OF WARRANT,,Z,OPERATE MTR VEHICLE/REGIS/SUSPENDED/NON-INSURED,,U,"LANES, FAIL TO KEEP IN",L,
2024-10-19 22:56:00,BLACK,DRIVING ON SUSPENDED LICENSE,M,A,ISSUANCE OF WARRANT,,Z,ISSUANCE OF WARRANT,,Z,ISSUANCE OF WARRANT,Z,
2024-10-19 22:47:00,BLACK,AGG UUW/LOADED-NO FCCA-FOID,F,4,,,,,,,,,
2024-10-19 22:26:00,BLACK,RETAIL THEFT/DISP MERCH/<$300,M,A,,,,,,,,,
2024-10-19 23:03:00,BLACK,ISSUANCE OF WARRANT,,Z,ISSUANCE OF WARRANT,,Z,ISSUANCE OF WARRANT,,Z,ISSUANCE OF WARRANT,Z,
2024-10-19 22:26:00,BLACK,RETAIL THEFT/DISP MERCH/<$300,M,A,,,,,,,,,
2024-10-19 22:40:00,BLACK,DRIVING ON SUSPENDED LICENSE,M,A,ANNUAL GUN OFFENDER REGISTRATION,,L,OBSTRUCTION DRIVER'S VIEW/TINTED WINDOWS,,L,,,
2024-10-19 21:35:00,BLACK,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-19 21:18:00,BLACK,AGG UUW/VEHICLE/LOADED/NO FCCA,F,4,DOMESTIC BTRY/PHYSICAL CONTACT,M,A,,,,,,
2024-10-19 21:35:00,BLACK,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,F,4,,,,,,,,,
2024-10-19 15:37:00,WHITE HISPANIC,LEAVING THE SCENE,M,A,IVC - FAIL TO REDUCE SPEED,,P,UNLICENSED,,P,,,
2024-10-19 20:41:00,BLACK,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,F,4,VIOLATE CONCEAL/CARRY ACT,M,B,OBSTRUCTION OF TRAFFIC BY NON-MOTORIST,,L,,,
2024-10-19 19:53:00,BLACK,CANNABIS - MFG/DEL - 30-500 GRMS,F,3,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,F,4,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,F,4,SOLICITING UNLAWFUL BUSINESS,L,
2024-10-19 20:40:00,BLACK,ISSUANCE OF WARRANT,,Z,CTA - SMOKING ON (98-126-1.8),,L,,,,,,
2024-10-19 19:46:00,BLACK,AGG UUW/VEHICLE/LOADED/NO FCCA,F,4,DRIVING ON SUSPENDED LICENSE,M,A,HIGH CAP MAG AND METAL PIERCING BULLETS - SALE/POSS PROH,,L,,,
2024-10-19 19:53:00,BLACK,CANNABIS - MFG/DEL - 30-500 GRMS,F,3,SOLICITING UNLAWFUL BUSINESS,,L,,,,,,
2024-10-19 18:28:00,BLACK,ASSAULT - SIMPLE,M,C,,,,,,,,,
2024-10-19 19:42:00,WHITE,RETAIL THEFT/DISP MERCH/<$300,M,A,,,,,,,,,
2024-10-19 18:44:00,BLACK,RETAIL THEFT/DISP MERCH/<$300,M,A,,,,,,,,,
2024-10-19 17:41:00,WHITE HISPANIC,RECEIVE/POSSESS/SELL  STOLEN VEHICLE,F,2,,,,,,,,,
2024-10-19 18:26:00,WHITE HISPANIC,DRIVING ON SUSPENDED LICENSE,M,A,ISSUANCE OF WARRANT,,Z,OPERATE MTR VEHICLE/REGIS/SUSPENDED/NON-INSURED,,U,CITY VEH STICKER REQ/FAILURE TO OR IMPROPER DISPLAY,L,
2024-10-19 18:59:00,BLACK,ANNUAL GUN OFFENDER REGISTRATION,,L,NO TURN SIGNALS-VIOLATION,,L,,,,,,
2024-10-19 19:15:00,BLACK,ASSAULT - SIMPLE,M,C,,,,,,,,,
2024-10-19 19:02:00,WHITE HISPANIC,FUGITIVE FROM JUSTICE - OUT OF STATE WARRANT,,Z,STOP AT STOP SIGN,,L,UNLICENSED,,P,,,
2024-10-19 19:00:00,BLACK,VEHICULAR HIJACKING - AGG - WEAPON,F,X,KIDNAPPING - FORCE OR THREAT OF FORCE,F,2,CRIM DAM/FIRE/EXPL/$500-10K,F,4,ISSUANCE OF WARRANT,Z,
2024-10-19 18:43:00,BLACK,CRIMINAL TRESPASS TO LAND,M,B,,,,,,,,,
2024-10-19 18:44:00,BLACK,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,M,A,DRIVING ON REVOKED LICENSE,M,A,IVC - LAMPS REQUIRED AT NIGHTTIME/ BICYCLE,,P,IVC - IMPROPER TRAFFIC LANE USAGE,P,
2024-10-19 18:32:00,WHITE HISPANIC,DOMESTIC BTRY/PHYSICAL CONTACT,M,A,ASSAULT - SIMPLE,M,C,,,,,,
2024-10-19 18:01:00,ASIAN / PACIFIC ISLANDER,BATTERY - MAKE PHYSICAL CONTACT,M,A,CRIMINAL TRESPASS TO REAL PROPERTY,M,B,,,,,,
2024-10-19 18:12:00,WHITE HISPANIC,RETAIL THEFT/DISP MERCH/>$300,F,3,,,,,,,,,
2024-10-19 17:58:00,WHITE HISPANIC,DRIVING/NEVER ISSUED LICENSE,M,B,U-TURN 100FT INTERSECTION,,L,OPERATOR SIGNAL REQUIRED 100FT OF TURN,,L,OPERATE UNINSURED MTR VEHICLE,P,
2024-10-19 17:02:00,BLACK,RETAIL THEFT/DISP MERCH/<$300,M,A,ISSUANCE OF WARRANT,,Z,,,,,,
2024-10-19 16:41:00,WHITE HISPANIC,UUW -  WEAPON - MACHINE GUN /AUTOMATIC WEAPON,F,2,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,4,,,,,,
2024-10-19 17:02:00,BLACK,POSS CAN/>10-30 GRAMS/1ST,M,B,,,,,,,,,
2024-10-19 16:52:00,BLACK,PCS - MFG/DEL1<15 GR COCAINE/ANLG,F,1,,,,,,,,,
2024-10-19 17:02:00,BLACK,CANNABIS - MFG/DEL - 30-500 GRMS,F,3,,,,,,,,,
2024-10-19 16:22:00,BLACK,RETAIL THEFT/DISP MERCH/<$300,M,A,,,,,,,,,
2024-10-19 16:25:00,WHITE HISPANIC,ARMED HABITUAL CRIMINAL,F,X,ISSUANCE OF WARRANT,,Z,,,,,,
2024-10-19 16:23:00,WHITE,PCS - DRUG PARAPHERNALIA - POSSESS,M,A,,,,,,,,,
2024-10-19 16:32:00,BLACK,CRIMINAL TRESPASS TO LAND,M,B,POSS CAN/>10-30 GRAMS/1ST,M,B,,,,,,
2024-10-19 16:23:00,WHITE,PCS - DRUG PARAPHERNALIA - POSSESS,M,A,,,,,,,,,
2024-10-19 16:21:00,WHITE HISPANIC,FUGITIVE FROM JUSTICE - OUT OF STATE WARRANT,,Z,,,,,,,,,
2024-10-19 15:49:00,BLACK,CANNABIS - MFG/DEL - 30-500 GRMS,F,3,SOLICITING UNLAWFUL BUSINESS,,L,DRINKING ALCOHOL ON THE PUBLIC WAY,,L,,,
2024-10-19 14:08:00,WHITE HISPANIC,BATTERY - MAKE PHYSICAL CONTACT,M,A,,,,,,,,,
2024-10-19 14:05:00,WHITE HISPANIC,BATTERY - MAKE PHYSICAL CONTACT,M,A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,A,ASSAULT - SIMPLE,C,M
2024-10-19 15:03:00,WHITE,CRIM TRESPASS TO STATE LAND,M,A,,,,,,,,,
2024-10-19 14:05:00,WHITE HISPANIC,BATTERY - MAKE PHYSICAL CONTACT,M,A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,A,,,
2024-10-19 13:51:00,BLACK,MFG 15>200 PILLS ECSTASY/ANLG,F,X,,,,,,,,,
2024-10-19 14:40:00,BLACK,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-19 13:58:00,BLACK,MURDER - FIRST DEGREE (ATTEMPT),F,M,,,,,,,,,
2024-10-19 13:50:00,BLACK,UUW -  WEAPON - POSSESS/CARRY /CONCEAL WEAPON,F,4,NO TURN SIGNALS-VIOLATION,,L,,,,,,
2024-10-19 13:40:00,BLACK,CTA - TRESPASS ON/W/O PAYING (98-126-1.14C),,L,,,,,,,,,
2024-10-19 11:49:00,BLACK,RECKLESS CONDUCT,M,A,REPLICA FIREARMS/PELLET GUNS,,L,,,,,,
2024-10-19 13:23:00,BLACK,FUGITIVE FROM JUSTICE - OUT OF STATE WARRANT,,Z,BROKEN/INOPERABLE LAMPS,,L,OPERATE UNINSURED MTR VEHICLE,,P,,,
2024-10-19 13:15:00,BLACK,CTA - TRESPASS ON/W/O PAYING (98-126-1.14C),,L,,,,,,,,,
2024-10-19 12:14:00,WHITE HISPANIC,IVC - AGG DUI/NO VALID DL,F,4,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,M,A,DRIVING/NEVER ISSUED LICENSE,M,B,IVC - TRANS/CARRY ALC LIQ/DRIVER,P,
2024-10-19 12:59:00,BLACK,VIOLATE ORDER PROTECTION,M,A,CRIM DAMAGE TO PROPERTY <$500,M,A,,,,,,
2024-10-19 12:40:00,BLACK,RETAIL THEFT/DISP MERCH/<$300,M,A,SALE OR POSSESSION OF DEADLY WEAPON,,L,,,,,,
2024-10-19 12:39:00,WHITE HISPANIC,AGG UUW/VEH/FIR LOADED/NO FOID,F,4,POSS CAN/>30-100 GRAM/1ST,M,A,,,,,,
2024-10-19 09:25:00,BLACK,AGG BATTERY/PEACE OFFICER,F,2,,,,,,,,,
2024-10-19 12:12:00,WHITE HISPANIC,POSS TITLE/REGISTRATION NOT AUTHORIZED ON VEHICLE,M,A,UNLICENSED,,P,OPERATE UNINSURED MTR VEHICLE,,P,NO VALID REGISTRATION,P,
2024-10-19 12:02:00,BLACK,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-19 12:10:00,WHITE HISPANIC,UUW -  WEAPON - PUBLIC STREET/ALLEY/LANDS,M,A,DISOBEY RED CIRCULAR STEADY SIGNAL STOP,,L,NO VALID REGISTRATION,,P,OPERATE UNINSURED MTR VEHICLE,P,
2024-10-19 12:17:00,BLACK,DOMESTIC BTRY/PHYSICAL CONTACT,M,A,,,,,,,,,
2024-10-19 11:17:00,BLACK HISPANIC,LICENSING REQUIREMENTS/MOBILE FOOD DISPENSER,,L,,,,,,,,,
2024-10-19 11:49:00,WHITE HISPANIC,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-19 12:05:00,BLACK,CTA - TRESPASS ON/W/O PAYING (98-126-1.14C),,L,,,,,,,,,
2024-10-19 11:21:00,WHITE,DOMESTIC BATTERY/BODILY HARM,M,A,,,,,,,,,
2024-10-19 11:57:00,BLACK,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-19 11:17:00,BLACK HISPANIC,LICENSING REQUIREMENTS/MOBILE FOOD DISPENSER,,L,,,,,,,,,
2024-10-19 11:35:00,BLACK,DOMESTIC BTRY/PHYSICAL CONTACT,M,A,,,,,,,,,
2024-10-19 10:43:00,WHITE HISPANIC,AGG DISCHARGE FIREARM - VEH/SCH,F,X,AGGR DISCHARGE FIREARM - OCCUPIED VEHICLE,F,1,AGGR DISCHARGE FIREARM - OCCUPIED VEHICLE,F,1,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",3,F
2024-10-19 11:35:00,BLACK,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-19 10:28:00,BLACK,VIOLATE ORDER PROTECTION,M,A,DOMESTIC BTRY/PHYSICAL CONTACT,M,A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,A,M
2024-10-19 10:48:00,BLACK,ASSAULT - SIMPLE,M,C,ASSAULT - SIMPLE,M,C,,,,,,
2024-10-19 10:43:00,WHITE HISPANIC,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-19 10:10:00,BLACK,DOMESTIC BTRY/PHYSICAL CONTACT,M,A,AGG ASSAULT/USE DEADLY WEAPON,M,A,CRIM DAMAGE TO PROPERTY <$500,M,A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,A,M
2024-10-19 10:21:00,BLACK,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-19 08:42:00,BLACK,CRIM TRES TO VEH/PHY CONTROL,M,A,VIOLATE ORDER PROTECTION,M,A,,,,,,
2024-10-19 08:58:00,BLACK,RETAIL THEFT/DISP MERCH/<$300,M,A,CRIMINAL TRESPASS TO REAL PROPERTY,M,B,,,,,,
2024-10-19 10:01:00,BLACK,ISSUANCE OF WARRANT,,Z,ISSUANCE OF WARRANT,,Z,,,,,,
2024-10-19 10:11:00,BLACK,DOMESTIC BTRY/PHYSICAL CONTACT,M,A,,,,,,,,,
2024-10-19 09:37:00,BLACK,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-19 07:49:00,BLACK,RETAIL THEFT/DISP MERCH/<$300,M,A,PCS - DRUG PARAPHERNALIA - POSSESS,M,A,CRIMINAL TRESPASS TO LAND,M,B,,,
2024-10-19 08:36:00,BLACK,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-19 08:15:00,BLACK,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-19 04:24:00,BLACK,CRIM TRESPASS TO RESIDENCE,M,A,DAMAGE TO RR PROPERTY <$500,M,A,,,,,,
2024-10-19 04:24:00,BLACK,CRIM TRESPASS TO RESIDENCE,M,A,DAMAGE TO RR PROPERTY <$500,M,A,,,,,,
